ï»¿Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Argentina,ARG,9.060448647,9.162086487,9.267370224,9.372855186,9.47410202,9.568027496,9.654171944,9.733530998,9.806689262,9.874694824,9.938651085,9.99896431,10.05641174,10.1130085,10.17115116,10.23279095,10.29880428,10.36971569,10.44653034,10.53022861,10.62158871,10.72056293,10.8273735,10.94796378
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Armenia,ARM,5.621442795,6.005702972,6.535764694,7.16315794,7.799709797,8.366104126,8.814577103,9.153595924,9.420525551,9.68433857,9.994415283,10.37101746,10.78460026,11.1772871,11.46780968,11.60091591,11.55578709,11.36168575,11.0757122,10.78252697,10.54774475,10.39340496,10.31026077,10.34917418
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Aruba,ABW,7.654309273,7.509710312,7.307100296,7.105023384,6.962190151,6.908099651,6.945128918,7.052324772,7.213896275,7.394049644,7.578859329,7.755075455,7.935154438,8.123486519,8.339916229,8.588337898,8.879302025,9.205781937,9.562479973,9.931176186,10.29951668,10.66102886,11.02027702,11.33309364
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Australia,AUS,11.09572792,11.26871586,11.44243145,11.61103725,11.76678181,11.90454769,12.02195072,12.12190056,12.21116066,12.29912853,12.39248276,12.49634075,12.60953712,12.72514725,12.83307552,12.92802525,13.00502396,13.07192516,13.15091896,13.2703495,13.44797993,13.69066715,13.98803043,14.32783723
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Austria,AUT,15.10456085,15.20812225,15.22331715,15.1839962,15.14215088,15.13439846,15.16966724,15.23580074,15.32298851,15.41422558,15.49837112,15.56731892,15.63023567,15.71259403,15.84895802,16.06077957,16.36026001,16.73169899,17.13500214,17.51422119,17.82998657,18.07032967,18.24962807,18.35934525
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Azerbaijan,AZE,4.166325569,4.182505131,4.259836197,4.383496284,4.532706261,4.692615032,4.857204914,5.028046131,5.206801891,5.3966012,5.59666729,5.809251785,6.024999619,6.218142033,6.35667944,6.42069912,6.40610075,6.326274395,6.201582909,6.059991837,5.923911095,5.798054218,5.685480118,5.607420045
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,"Bahamas, The",BHS,4.316176414,4.360364914,4.412676811,4.476863384,4.555507183,4.649527073,4.760679245,4.888702869,5.031973839,5.187737465,5.352986813,5.528291702,5.710606098,5.892137527,6.063275337,6.220828533,6.361918926,6.490882874,6.623988152,6.775047302,6.957320213,7.172475338,7.41880846,7.697138648
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Bahrain,BHR,2.176455498,2.175828218,2.215777636,2.280520678,2.345903873,2.396537304,2.429717541,2.450117111,2.456856728,2.452282906,2.437301636,2.414600849,2.385668516,2.348139763,2.300046921,2.243460655,2.179817915,2.115942955,2.064625025,2.035518885,2.032659769,2.061629295,2.11909461,2.238976828
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Bangladesh,BGD,3.746395111,3.768746376,3.792879343,3.818868399,3.846797705,3.876711607,3.908573627,3.942387819,3.978272438,4.016406536,4.056950092,4.099598885,4.14430809,4.191752434,4.242835999,4.297991753,4.358098507,4.422496796,4.488289833,4.5515275,4.609610081,4.662678719,4.712532043,4.779508807
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Barbados,BRB,10.03100204,10.08321285,10.2002964,10.36742401,10.55818272,10.75408936,10.954813,11.15734291,11.33737755,11.46119785,11.50866413,11.47091293,11.35965633,11.19685173,11.01890087,10.84958744,10.69644928,10.55932999,10.45657253,10.40085125,10.4070673,10.48104382,10.62315273,10.86866402
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Belarus,BLR,10.64787388,10.95681477,11.31663609,11.69898033,12.06552887,12.3883276,12.64866447,12.85241604,13.02580833,13.20956421,13.43087101,13.70534611,14.01636887,14.32006454,14.55278111,14.66966343,14.65214539,14.52126789,14.31986713,14.11121464,13.94321156,13.83062363,13.76635456,13.8232394
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Belgium,BEL,15.05868626,15.30206585,15.49972248,15.66682434,15.82966518,16.00651169,16.19977188,16.39903831,16.59462166,16.77239418,16.92180252,17.04502869,17.14607048,17.21935654,17.25807762,17.26125908,17.22177315,17.15076828,17.08701515,17.08041573,17.16366577,17.35266495,17.6327877,17.98299172
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Belize,BLZ,4.130587578,4.203419685,4.3023386,4.405806065,4.488307476,4.52740097,4.518893242,4.474469662,4.406818867,4.337100029,4.278960228,4.23494482,4.201520443,4.171537399,4.138243198,4.097528458,4.048604965,3.996561766,3.948641539,3.914409876,3.899285555,3.905084133,3.929519176,3.975595059
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Benin,BEN,3.335711956,3.286274433,3.237591743,3.190032244,3.144089699,3.099776268,3.057242155,3.016662836,2.978006601,2.941684723,2.908063889,2.876760483,2.848392248,2.825698137,2.811747313,2.808040142,2.815173626,2.830942154,2.850525379,2.867992878,2.879777193,2.885152578,2.886126757,2.890548279
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Bhutan,BTN,2.961708784,3.026892662,3.102001905,3.188480616,3.283306122,3.382406473,3.48287344,3.581338167,3.672970057,3.754108191,3.822804928,3.878372431,3.924271584,3.966851711,4.014400005,4.073079109,4.144580364,4.227624416,4.318660736,4.412511826,4.506241322,4.600447655,4.697083473,4.795297282
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Bolivia,BOL,3.675217867,3.722694159,3.77858901,3.838691711,3.89774704,3.952255249,4.001394749,4.046539307,4.089352608,4.132265568,4.176959038,4.223892212,4.272464752,4.322138309,4.371953011,4.421569824,4.470908165,4.52080822,4.572793484,4.628812313,4.690013885,4.756798267,4.828584671,4.903703426
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Bosnia and Herzegovina,BIH,6.136779308,6.351716995,6.653378487,7.057865143,7.560373783,8.125797272,8.704388618,9.256793022,9.761946678,10.23644924,10.70850372,11.19176292,11.68209839,12.17833424,12.66820431,13.13772202,13.58786201,14.02155495,14.42450142,14.77801991,15.0708189,15.29426289,15.45730305,15.57621261
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Botswana,BWA,2.647783995,2.66933322,2.682393789,2.692215443,2.705802679,2.727141142,2.756958961,2.793617964,2.835803986,2.882155895,2.931510448,2.984104633,3.040117741,3.097781181,3.155699968,3.212274313,3.268450975,3.324897289,3.380377293,3.433288097,3.483347893,3.528160572,3.570170403,3.631210839
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Brazil,BRA,4.464587212,4.560407162,4.669209003,4.784650803,4.898566246,5.005646706,5.103449345,5.194504261,5.284481049,5.381257534,5.490046501,5.61309433,5.74805975,5.890232086,6.033127308,6.172938347,6.309018135,6.444821358,6.585640907,6.738412857,6.908099174,7.095844269,7.300748825,7.525679343
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Brunei Darussalam,BRN,2.659489632,2.647806644,2.648059368,2.656873465,2.667640924,2.677599907,2.686513901,2.696964264,2.712995052,2.741131783,2.784801722,2.848304749,2.927769899,3.017398596,3.104793072,3.186112642,3.260234356,3.332896471,3.415571928,3.52129817,3.659793854,3.833835125,4.04208231,4.281877717
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Bulgaria,BGR,13.1597147,13.57229805,13.97542667,14.36675739,14.74695873,15.1144352,15.46326351,15.78653622,16.08119392,16.34605408,16.58156776,16.78642082,16.96248055,17.11840439,17.26637077,17.41653061,17.57053566,17.72968483,17.90365219,18.10379219,18.33755493,18.61134911,18.9214344,19.31239108
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Burkina Faso,BFA,3.282918215,3.248497963,3.206983805,3.159548283,3.107485533,3.052088976,2.994101286,2.934491634,2.875188828,2.818158388,2.764882326,2.715710878,2.670724869,2.630521774,2.595514059,2.565838337,2.541799068,2.522852898,2.507243395,2.492824316,2.478287935,2.463502884,2.449152708,2.445945899
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Burundi,BDI,2.983139277,2.947959423,2.91229558,2.880588293,2.858232498,2.848328352,2.852403164,2.86730361,2.885444641,2.896609545,2.893972397,2.876008034,2.845975637,2.807495356,2.765668154,2.723813772,2.68380332,2.645338058,2.607232094,2.567649126,2.526147842,2.482211828,2.438614368,2.406221206
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Cambodia,KHM,3.22723937,3.284398794,3.346528769,3.410352468,3.472135067,3.530281544,3.58435607,3.636842012,3.692483902,3.757319927,3.834982872,3.926354885,4.029628277,4.142459393,4.2614007,4.383927822,4.510937214,4.642901421,4.776221275,4.906200409,5.03010416,5.14507103,5.253653526,5.35211731
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Cameroon,CMR,3.526531458,3.510861635,3.495701313,3.481102705,3.467076063,3.453587055,3.440698147,3.428291559,3.415893078,3.402996063,3.389249802,3.374673605,3.359531164,3.344009399,3.328516722,3.313280582,3.298415422,3.283965111,3.270248175,3.257425308,3.245732546,3.235338449,3.226262331,3.229861257
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Canada,CAN,11.22880745,11.393116,11.54220104,11.67965889,11.81072235,11.93921852,12.06764507,12.19556236,12.32062626,12.43916607,12.54956055,12.65241146,12.75213337,12.85574341,12.97206402,13.10800171,13.26422405,13.44118786,13.64470482,13.88154793,14.15571404,14.47015381,14.82162094,15.18355393
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Cabo Verde,CPV,4.812762737,4.822573662,4.848823071,4.887101173,4.932683468,4.982014179,5.032167912,5.084514618,5.142839909,5.214110851,5.298061371,5.397593498,5.506816864,5.61400938,5.705091476,5.771010399,5.81400156,5.8373456,5.835126877,5.800944805,5.734401703,5.62932682,5.496954918,5.32374418
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Central African Republic,CAF,4.043601513,4.043310642,4.040856361,4.036421776,4.030765057,4.02451992,4.017313004,4.009071827,4.000754833,3.993250608,3.987201691,3.982780933,3.979456663,3.975991488,3.971111536,3.963824272,3.954190731,3.942660332,3.929004431,3.912783384,3.894139767,3.87307477,3.850407839,3.844280099
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Chad,TCD,3.228070498,3.193181038,3.156145811,3.117532015,3.078229189,3.038887262,2.999811172,2.960990667,2.922381639,2.883992434,2.845894575,2.808343887,2.771562576,2.735727549,2.700852156,2.666756392,2.6339643,2.602482557,2.571304083,2.539281845,2.506138563,2.471308708,2.436132193,2.413274248
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Channel Islands,CHI,14.59525585,14.57391548,14.5678978,14.56498337,14.55421638,14.52620602,14.47677326,14.41366005,14.35408974,14.31995773,14.32509708,14.37593079,14.46841812,14.59296608,14.7355299,14.88742542,15.04703808,15.21562672,15.39853001,15.59928131,15.81765079,16.05540848,16.31345558,16.57840487
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Chile,CHL,6.123378754,6.20290184,6.29105854,6.387124538,6.49013567,6.599544525,6.716302872,6.84083271,6.971772194,7.107159615,7.246013165,7.387631416,7.533546448,7.687636375,7.85484314,8.038499832,8.240246773,8.458828926,8.691295624,8.933281898,9.18201828,9.437714577,9.702267647,9.971408153
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,China,CHN,5.776443005,5.837333679,5.91168499,5.998673439,6.096219063,6.202748775,6.318199635,6.443187237,6.577311039,6.719918251,6.869950294,7.028614044,7.194725513,7.362114429,7.522839546,7.672084808,7.809555054,7.939508438,8.06772995,8.202176094,8.350009918,8.508454323,8.67963028,8.875552831
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Colombia,COL,4.270677567,4.315424442,4.357092381,4.397172451,4.437774658,4.480414391,4.525809288,4.573899269,4.624513626,4.677260876,4.732153893,4.790233612,4.852662086,4.919880867,4.992291927,5.070729256,5.15534544,5.247855186,5.352370739,5.473940849,5.616004467,5.779334545,5.962970734,6.163233457
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Comoros,COM,3.188303947,3.182502747,3.177347183,3.171781301,3.164307833,3.155002832,3.143348932,3.129729271,3.115739346,3.100025654,3.084351778,3.068586111,3.053083658,3.037033081,3.020555496,3.002998114,2.985924244,2.969800949,2.95337534,2.934407473,2.912246227,2.886823416,2.860475779,2.84930135
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,"Congo, Dem. Rep.",ZAR,2.905605316,2.901564837,2.89703536,2.891686916,2.885083675,2.877013445,2.867336273,2.856456041,2.845367432,2.83540535,2.827553511,2.822126627,2.818830252,2.817311287,2.817032337,2.817583323,2.818786383,2.820687294,2.823393583,2.827074289,2.831741571,2.837653875,2.844504118,2.861206923
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,"Congo, Rep.",COG,3.717477083,3.715131044,3.712011099,3.707264662,3.699915886,3.689067841,3.674757957,3.657533646,3.638568401,3.619610071,3.601300478,3.584405661,3.568392992,3.552100897,3.53411603,3.513595104,3.490735292,3.466850758,3.443644047,3.423129082,3.406486034,3.393936396,3.385364771,3.392906607
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Costa Rica,CRI,4.980167389,5.008239746,5.053581715,5.109459877,5.166056633,5.217214584,5.261922836,5.303388119,5.345726013,5.394152641,5.452353001,5.521805286,5.601586819,5.689900398,5.784162998,5.882947922,5.98723793,6.099355221,6.220890999,6.353728771,6.500052929,6.659567356,6.833794594,7.023508641
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Cote d'Ivoire,CIV,2.73044157,2.76002264,2.789770126,2.817650557,2.84132123,2.859483004,2.8721416,2.880459547,2.886035442,2.890829086,2.896369696,2.902466297,2.909201622,2.918573618,2.932947159,2.953536749,2.981081247,3.014124155,3.049056292,3.081180811,3.107318401,3.126773834,3.140735149,3.170999571
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Croatia,HRV,11.56310749,11.94092751,12.32124233,12.70657253,13.10184193,13.5090847,13.92486763,14.34345818,14.75960827,15.16636753,15.55606079,15.92731285,16.2760067,16.58876991,16.85067177,17.05400658,17.1914959,17.27271271,17.33030128,17.40805054,17.53878021,17.7350502,17.99032021,18.2855547
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Cuba,CUB,8.831959724,8.889667511,8.954236031,9.027199745,9.109248161,9.20125103,9.304357529,9.420406342,9.551535606,9.700034142,9.867354393,10.05388165,10.25894737,10.48153782,10.72035885,10.97429562,11.24548912,11.53376007,11.83321476,12.13555813,12.43545341,12.72760105,13.01560307,13.30209791
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Curacao,CUW,7.515987873,7.731916428,7.94570446,8.161934853,8.389835358,8.638783455,8.916749001,9.222744942,9.554768562,9.908273697,10.27622795,10.65606499,11.04438686,11.42636395,11.78635788,12.10528755,12.37349033,12.59459496,12.78838158,12.97974014,13.18853378,13.41776466,13.66899967,14.01612497
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Cyprus,CYP,9.906588554,9.939499855,9.985886574,10.03756618,10.08342457,10.11656666,10.1364336,10.14860821,10.1615572,10.18583679,10.22870064,10.29224682,10.3742609,10.47345924,10.58730888,10.71416855,10.85400009,11.00851727,11.17846298,11.36441803,11.56770229,11.78786087,12.02415562,12.26745276
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Czech Republic,CZE,12.71302605,12.88495731,12.99287605,13.05943298,13.12361908,13.21298504,13.33481407,13.47628975,13.62202072,13.74908257,13.84274101,13.89767933,13.92554569,13.94918156,14.00053215,14.10302734,14.26083088,14.46785164,14.72429085,15.02859783,15.37806511,15.77414131,16.21210861,16.70582218
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Denmark,DNK,15.62648106,15.61646748,15.56472015,15.48164368,15.3822422,15.27897739,15.17670059,15.07776737,14.98878956,14.91704941,14.86865711,14.84565639,14.85186958,14.89732265,14.99376297,15.14824009,15.36176872,15.6288805,15.94172859,16.28950882,16.66227341,17.05984879,17.47725868,17.89885775
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Djibouti,DJI,2.589316607,2.614640474,2.646443367,2.684530258,2.726591825,2.771992207,2.819833279,2.871214628,2.924754381,2.980529785,3.038372517,3.09786129,3.159447193,3.222418785,3.286078453,3.350824356,3.415174246,3.479948521,3.546846151,3.618842602,3.696962833,3.783635616,3.877266645,3.981753447
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Dominican Republic,DOM,3.9000144,4.016536236,4.136851311,4.260297298,4.38617897,4.513757229,4.642541885,4.771709442,4.899783611,5.02505827,5.146050453,5.26345396,5.377145767,5.484087467,5.580767632,5.665541172,5.738163948,5.801800728,5.862416267,5.927643776,6.003326416,6.091047287,6.190906525,6.305959931
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Ecuador,ECU,4.324679852,4.377011776,4.435700417,4.500510216,4.571018219,4.646892071,4.727739334,4.813272953,4.903277874,4.997560501,5.09578371,5.1981287,5.304120064,5.412044525,5.519868374,5.626454353,5.732511997,5.839296341,5.947085857,6.056216717,6.167659283,6.280570507,6.396831512,6.512695041
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,"Egypt, Arab Rep.",EGY,4.778817654,4.835053921,4.901127338,4.972239971,5.041939259,5.105592251,5.161845684,5.211719513,5.255915165,5.295829296,5.332437038,5.367213249,5.399842739,5.427769661,5.447646618,5.458241463,5.457699299,5.449691772,5.444718838,5.456078053,5.492022038,5.556752682,5.645525455,5.769602699
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,El Salvador,SLV,4.584386826,4.656098843,4.720658302,4.784252167,4.855115891,4.939115524,5.037998676,5.149827003,5.271976948,5.400258064,5.531371117,5.664311886,5.799586296,5.936743736,6.075354576,6.214782238,6.355036259,6.494857311,6.630166531,6.756352901,6.870176792,6.970142841,7.058269024,7.132375694
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Equatorial Guinea,GNQ,4.468892574,4.386441708,4.303284168,4.220983982,4.139853954,4.060168266,3.982786655,3.906952858,3.830707312,3.751924038,3.670160294,3.585538149,3.500006437,3.41446352,3.3297894,3.24775362,3.170629263,3.09903717,3.032559633,2.969191074,2.909215689,2.852948904,2.803627968,2.779208839
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Eritrea,ERI,1.605255604,1.610251307,1.616936564,1.626579523,1.641446829,1.66212225,1.688950777,1.720756292,1.754957914,1.788936257,1.820859671,1.850322604,1.877836585,1.90402174,1.930159211,1.957060337,1.984534025,2.012669802,2.042859077,2.076741695,2.114712477,2.157461643,2.203567505,2.263381406
